HBWv8.1_Binomial,UniqueID_Plastic.study,Source,Common.name_Plastic.study,Sci.name_Plastic.study,Site,lat,lon,MarineRegion,Age.Class,Date_Text,Date_FirstYR,Date_LastYR,Date_MedianYR,Study.Duration,n,n_plastic,FO,Plastic,Sampling_method,Added_by,Comments
Calonectris diomedea,235,Tavares et al. 2017,Cory's Shearwater,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,12,4,0.33,Yes,NA,SA-G,NA
Calonectris diomedea,229,Petry et al. 2009,Cory's Shearwater,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2008,2008,2008,2008,1,185,143,0.773,Yes,NA,SA-G,NA
Ardenna tenuirostris,703,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,55.349999999999994,-164,North Pacific Ocean,Adult,1970,1970,1970,1970,1,28,13,0.464,Yes,NA,SA-G,NA
Ardenna tenuirostris,704,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,56.379999999999995,-161.35,North Pacific Ocean,Adult,1972,1972,1972,1972,1,51,27,0.529,Yes,NA,SA-G,NA
Ardenna tenuirostris,705,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,49.5,170.5,North Pacific Ocean,Adult,1973,1973,1973,1973,1,4,2,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,706,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.5,170.5,North Pacific Ocean,Adult,1973,1973,1973,1973,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,707,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,42.5,167.5,North Pacific Ocean,Adult,1975,1975,1975,1975,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,708,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,43.55,167.5,North Pacific Ocean,Adult,1975,1975,1975,1975,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,709,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,46.5,167.5,North Pacific Ocean,Adult,1975,1975,1975,1975,1,4,2,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,710,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,47.5,167.5,North Pacific Ocean,Adult,1975,1975,1975,1975,1,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,711,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,51.5,167.5,North Pacific Ocean,Adult,1975,1975,1975,1975,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,712,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.5,171,North Pacific Ocean,Adult,1975,1975,1975,1975,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,713,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,49.5,171,North Pacific Ocean,Adult,1975,1975,1975,1975,1,3,2,0.667,Yes,NA,SA-G,NA
Ardenna tenuirostris,714,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,47.5,169.01666,North Pacific Ocean,Adult,1975,1975,1975,1975,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,715,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,48.5,169,North Pacific Ocean,Adult,1975,1975,1975,1975,1,3,3,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,716,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.25,172.5,North Pacific Ocean,Adult,1975,1975,1975,1975,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,717,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55,171,North Pacific Ocean,Adult,1976,1976,1976,1976,1,11,11,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,718,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55,172,North Pacific Ocean,Adult,1976,1976,1976,1976,1,12,12,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,719,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55,173,North Pacific Ocean,Adult,1976,1976,1976,1976,1,13,12,0.923,Yes,NA,SA-G,NA
Ardenna tenuirostris,720,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55,176,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,721,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55.1666,177.28333,North Pacific Ocean,Adult,1976,1976,1976,1976,1,3,2,0.667,Yes,NA,SA-G,NA
Ardenna tenuirostris,722,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55,178,North Pacific Ocean,Adult,1976,1976,1976,1976,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,723,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,55.05,179.333,North Pacific Ocean,Adult,1976,1976,1976,1976,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,724,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,58.933330000000005,178.13333,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,725,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,59,178,North Pacific Ocean,Adult,1976,1976,1976,1976,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,726,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,59,171,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,727,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,61.73333000000001,177.66667,North Pacific Ocean,Adult,1976,1976,1976,1976,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,728,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,61.8,179.65,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,729,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,62.033300000000004,179.66667,North Pacific Ocean,Adult,1976,1976,1976,1976,1,3,2,0.667,Yes,NA,SA-G,NA
Ardenna tenuirostris,730,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,62.083333,179.6,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,731,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,55,-179,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,732,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,55,-178,North Pacific Ocean,Adult,1976,1976,1976,1976,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,733,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,55.05,-176.83333,North Pacific Ocean,Adult,1976,1976,1976,1976,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,734,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,56.91665999999999,-176,North Pacific Ocean,Adult,1976,1976,1976,1976,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,735,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,57,-177,North Pacific Ocean,Adult,1976,1976,1976,1976,1,5,5,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,736,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,57,-178,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,737,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,61.9,-179.98333,North Pacific Ocean,Adult,1976,1976,1976,1976,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,738,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,49.5,165.01666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,739,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,49.366659999999996,165.71666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,740,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.05,166.983333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,741,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,49.4333,168.8,North Pacific Ocean,Adult,1977,1977,1977,1977,1,5,5,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,742,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.266600000000004,169,North Pacific Ocean,Adult,1977,1977,1977,1977,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,743,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.583330000000004,168.51666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,3,3,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,744,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.9,168.16666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,745,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,50.133300000000006,175.35,North Pacific Ocean,Adult,1977,1977,1977,1977,1,17,16,0.941,Yes,NA,SA-G,NA
Ardenna tenuirostris,746,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,47.63333000000001,178.016666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,747,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,47.616665999999995,179.73333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,3,3,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,748,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,58.5,179.96666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,749,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,56.06666,-176.23333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,750,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,56,-175.23333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,5,5,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,751,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,57.033300000000004,-178.03333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,752,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,57.96666,-176.3,North Pacific Ocean,Adult,1977,1977,1977,1977,1,5,5,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,753,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,58.16666,-175.616666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,754,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,59.05,-175.53333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,755,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,58.75,-178.9,North Pacific Ocean,Adult,1977,1977,1977,1977,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,756,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,59.21666,-177.85,North Pacific Ocean,Adult,1977,1977,1977,1977,1,5,4,0.8,Yes,NA,SA-G,NA
Ardenna tenuirostris,757,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,58.8666,-177.4666,North Pacific Ocean,Adult,1977,1977,1977,1977,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,758,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,48.78333000000001,177.4666,North Pacific Ocean,Adult,1978,1978,1978,1978,1,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,759,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,44.9666,179.9666,North Pacific Ocean,Adult,1978,1978,1978,1978,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,760,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,52.91665999999999,-176.98333,North Pacific Ocean,Adult,1978,1978,1978,1978,1,15,14,0.933,Yes,NA,SA-G,NA
Ardenna tenuirostris,761,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,54,-178.0333,North Pacific Ocean,Adult,1978,1978,1978,1978,1,10,8,0.833,Yes,NA,SA-G,NA
Ardenna tenuirostris,762,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,46.4,158.3,North Pacific Ocean,Adult,1979,1979,1979,1979,1,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,763,Ogi 1989,Short-tailed Shearwater,NA,Eastern North Pacific,48.98333,169.31666,North Pacific Ocean,Adult,1979,1979,1979,1979,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,764,Ogi 1989,Short-tailed Shearwater,NA,western North Pacific,51.033300000000004,-177.5166,North Pacific Ocean,Adult,1979,1979,1979,1979,1,33,30,0.917,Yes,NA,SA-G,NA
Ardenna tenuirostris,767,Robertson et al. 2004,Short-tailed Shearwater,NA,New Zealand,-46.312086,174.115693,South Pacific Ocean,Adult,2000,2000,2000,2000,1,33,27,0.82,Yes,NA,SA-G,NA
Ardenna tenuirostris,770,Vlietstra & Parga 2002,Short-tailed Shearwater,NA,Bering Sea,52.946565,-177.136166,North Pacific Ocean,Adult,2001,2001,2001,2001,1,330,277,0.839,Yes,NA,SA-G,NA
Ardenna tenuirostris,1152,Roman et al. 2016,Short-tailed Shearwater,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2008,2008,2008,2008,1,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,1153,Roman et al. 2016,Short-tailed Shearwater,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,6,6,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1154,Roman et al. 2016,Short-tailed Shearwater,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,13,11,0.8462,Yes,NA,SA-G,NA
Ardenna tenuirostris,1390,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2004,2004,2004,2004,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1391,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2010,2010,2010,2010,1,4,4,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1392,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2012,2012,2012,2012,1,3,3,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1393,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,8,7,0.875,Yes,NA,SA-G,NA
Ardenna tenuirostris,1394,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Currumbin",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,77,68,0.8831,Yes,NA,SA-G,NA
Ardenna tenuirostris,1396,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2008,2008,2008,2008,1,2,1,0.5,Yes,NA,SA-G,NA
Ardenna tenuirostris,1397,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,122,105,0.8607,Yes,NA,SA-G,NA
Ardenna tenuirostris,1399,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, North Stradbroke Island",NA,NA,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1401,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Tasmania",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,43,36,0.8372,Yes,NA,SA-G,NA
Ardenna tenuirostris,1402,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Adult,2013,2013,2013,2013,1,5,5,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1403,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Adult,2015,2015,2015,2015,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1405,Roman et al. 2019,Short-tailed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Adult,2003,2003,2003,2003,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1408,Roman et al. 2019,Short-tailed Shearwater,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,2,2,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,700,Day et al. 1984/Baltz and Morejohn 76,Short-tailed Shearwater,NA,California,36.778261,-119.417932,North Pacific Ocean,Mixed,1975,1975,1975,1975,1,6,6,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,695,Acampora et al. 2014,Short-tailed Shearwater,NA,"Stradbroke Is, QLD",-27.532317,153.462608,South Pacific Ocean,Nest-bound,2012,2012,2012,2012,1,27,23,0.85,Yes,NA,SA-G,NA
Ardenna tenuirostris,698,Carey 2011,Short-tailed Shearwater,NA,Phillip Is,-38.48987,145.203828,Indian Ocean,Nest-bound,2010,2010,2010,2010,1,67,67,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1155,Roman et al. 2016,Short-tailed Shearwater,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,16,16,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1395,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Currumbin",NA,NA,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,5,5,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1398,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Subadult,2013,2013,2013,2013,1,13,11,0.8462,Yes,NA,SA-G,NA
Ardenna tenuirostris,1400,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, South Australia",NA,NA,Indian Ocean,Subadult,2016,2016,2016,2016,1,9,9,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1404,Roman et al. 2019,Short-tailed Shearwater,NA,"Australia, Western Australia",NA,NA,Indian Ocean,Subadult,2015,2015,2015,2015,1,23,16,0.6957,Yes,NA,SA-G,NA
Ardenna tenuirostris,1406,Roman et al. 2019,Short-tailed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2002,2002,2002,2002,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1407,Roman et al. 2019,Short-tailed Shearwater,NA,DPIPWE-15 (location unknown),NA,NA,South Pacific Ocean,Subadult,2004,2004,2004,2004,1,3,2,0.6667,Yes,NA,SA-G,NA
Ardenna tenuirostris,1409,Roman et al. 2019,Short-tailed Shearwater,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Subadult,2010,2010,2010,2010,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,1410,Roman et al. 2019,Short-tailed Shearwater,NA,"New Zealand, South Island, Oreti Beach",NA,NA,South Pacific Ocean,Subadult,2015,2015,2015,2015,1,1,1,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,769,Tanaka et al. 2013,Short-tailed Shearwater,NA,northern North Pacific Ocean,46.553326999999996,165.305005,North Pacific Ocean,Subadult/Adult,2005,2005,2005,2005,1,12,12,1,Yes,NA,SA-G,NA
Ardenna tenuirostris,771,Yamashita et al. 2011,Short-tailed Shearwater,NA,Bering Sea,57.556705,-179.056982,North Pacific Ocean,Subadult/Adult,2003,2003,2003,2003,1,87,NA,NA,Yes,NA,SA-G,NA
Ardenna tenuirostris,772,Yamashita et al. 2011,Short-tailed Shearwater,NA,Bering Sea,57.556705,-179.056982,North Pacific Ocean,Subadult/Adult,2005,2005,2005,2005,1,12,NA,NA,Yes,NA,SA-G,NA
Pachyptila belcheri,1108,Roman et al. 2016,Thin-billed Prion,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2002,2002,2002,2002,1,1,1,1,Yes,NA,SA-G,NA
Pachyptila belcheri,1109,Roman et al. 2016,Thin-billed Prion,NA,New South Wales,-32.967658,151.732219,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,NA,SA-G,NA
Pachyptila belcheri,1110,Roman et al. 2016,Thin-billed Prion,NA,"Queensland, Australia between Fraser Island and Ballineau",-28.100179,153.463591,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,1,1,Yes,NA,SA-G,NA
Pachyptila belcheri,1454,Roman et al. 2019,Slender-billed Prion,NA,"Australia, New South Wales",NA,NA,South Pacific Ocean,Adult,2002,2002,2002,2002,1,1,1,1,Yes,NA,SA-G,NA
Pachyptila belcheri,1455,Roman et al. 2019,Slender-billed Prion,NA,"Australia, Queensland, Fraser Island",NA,NA,South Pacific Ocean,Adult,2002,2002,2002,2002,1,1,1,1,Yes,NA,SA-G,NA
Pachyptila belcheri,1458,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,5,2,0.4,Yes,NA,SA-G,NA
Pachyptila belcheri,1461,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Manu Bay",NA,NA,South Pacific Ocean,Adult,2016,2016,2016,2016,1,6,4,0.6667,Yes,NA,SA-G,NA
Pachyptila belcheri,1456,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Ahipara Bay",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,5,4,0.8,Yes,NA,SA-G,NA
Pachyptila belcheri,1459,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,2,1,0.5,Yes,NA,SA-G,NA
Pachyptila belcheri,1462,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Manu Bay",NA,NA,South Pacific Ocean,Mixed,2016,2016,2016,2016,1,5,3,0.6,Yes,NA,SA-G,NA
Pachyptila belcheri,1457,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Ahipara Bay",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,6,5,0.8333,Yes,NA,SA-G,NA
Pachyptila belcheri,1460,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Karioitahi Beach",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,36,20,0.5556,Yes,NA,SA-G,NA
Pachyptila belcheri,1463,Roman et al. 2019,Slender-billed Prion,NA,"New Zealand, North Island, Manu Bay",NA,NA,South Pacific Ocean,Subadult,2016,2016,2016,2016,1,10,6,0.6,Yes,NA,SA-G,NA
Pachyptila belcheri,955,Tourinho et al. 2010,Thin-billed Prion,NA,Rio Grande do Sul,-31.807168,-51.618266,South Pacific Ocean,Subadult/Adult,2007,2007,2007,2007,1,1,0,0,No,NA,SA-G,NA
Pagodroma nivea,779,Ainley et al. 1990a,Snow Petrel,NA,Scotia Sea,-58.555249,-36.096044,South Pacific Ocean,Adult,1988,1988,1988,1988,1,139,4,0.03,Yes,NA,SA-G,NA
Pagodroma nivea,783,Ainley et al. 1990a,Snow Petrel,NA,Weddell Sea,-69.951182,-50.273438,Southern Ocean,Subadult/Adult,1976-1988,1986,1986,1986,1,39,0,0,No,NA,SA-G,NA
Pterodroma mollis,788,Tavares et al. 2017,Soft-plumaged Petrel,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Adult,2012,2012,2012,2012,1,1,1,1,Yes,NA,SA-G,NA
Pterodroma mollis,789,Tavares et al. 2017,Soft-plumaged Petrel,NA,South-eastern Brazillian Coast (18çS to 23çS),-23.058727,-43.652171,South Pacific Ocean,Adult,2013,2013,2013,2013,1,1,0,0,No,NA,SA-G,NA
Pterodroma mollis,785,Furness 1985a,Soft-plumaged Petrel,NA,Gough Island,-40.318641,-9.935332,South Pacific Ocean,Mixed,1983,1983,1983,1983,1,18,1,0.055555556,Yes,NA,SA-G,NA
Ardenna grisea,794,Avery-Gomm et al. 2013,Sooty Shearwater,NA,"Barkley Sound, BC",48.898889,-125.274444,North Pacific Ocean,Adult,2011,2011,2011,2011,1,1,1,1,Yes,NA,SA-G,NA
Ardenna grisea,797,Blight and Burger 1997,Sooty Shearwater,NA,Eastern North Pacific,47.26952200000001,-122.236209,North Pacific Ocean,Adult,1987,1987,1987,1987,1,20,15,0.75,Yes,NA,SA-G,NA
Ardenna grisea,800,Brown et al. 1981,Sooty Shearwater,NA,Placentia Bay,47.103007,-54.185932,North Atlantic Ocean,Adult,1978,1978,1978,1978,1,5,1,0.2,Yes,NA,SA-G,NA
Ardenna grisea,803,Day et al. 1984,Sooty Shearwater,NA,California,36.778261,-119.417932,North Pacific Ocean,Adult,1977,1977,1977,1977,1,37,19,0.51,Yes,NA,SA-G,NA
Ardenna grisea,806,Furness 1983,Sooty Shearwater,NA,"Benguela Current, SA",18.408723999999996,-34.373693,North Atlantic Ocean,Adult,1981,1981,1981,1981,1,13,0,0,No,NA,SA-G,NA
Ardenna grisea,808,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,40.583333,167.516667,North Pacific Ocean,Adult,1975,1975,1975,1975,1,1,1,1,Yes,NA,SA-G,NA
Ardenna grisea,809,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,47.61666699999999,179.733333,North Pacific Ocean,Adult,1977,1977,1977,1977,1,2,0,0,No,NA,SA-G,NA
Ardenna grisea,810,Ogi 1989,Sooty Shearwater,NA,Eastern North Pacific,47.63333300000001,178.016667,North Pacific Ocean,Adult,1977,1977,1977,1977,1,2,1,0.5,Yes,NA,SA-G,NA
