,Reference,DOI,CodeCitation,Year,Ecosystem,Habitat,Country,Biological.group,Mean_size,UIS,ML,Size_variance,Variance_type,Min_length,Max_length,Starting_month,Starting_year,Final_month,Final_year,Sampling_frequency,Sampling_method,Organ_content,N.sampling.unit,N.organisms,TotalMiP,TotalMeP,TotalMaP,TotalPD,FO_PD,NF_PD,FW_PD,Dead,Fragments,Fibers_thread,Pellets,Beads_granule,Foam,Film_sheet,Paintchips,Other_types,Type_unit,Average.Size_PD,Min.Size_PD,Max.size_PD,Size.variance_PD,Variance_type.1,Size_unit,Area_PD,Area_unit,Mass_PD,Volume_PD,Blue,White,Transparent,Gray,Black,Yellow,Brown,PinkPurple,Orange,Red,Green,Colored,Other_colors,Color_unit,Polymer1,Polymer1.items,Polymer2,Polymer2.items,Polymer3,Polymer3.items,Polymer4,Polymer4.items,Polymer5,Polymer5.items,Polymer6,Polymer6.items,Polymer7,Polymer7.items,Polymer8,Polymer8.items,Polymer9,Polymer9.items,Polymer10,Polymer10.items,Polymer11,Polymer11.items,Polymer12,Polymer12.items,Other_Polymers,Other_PolymersItems,Polymer_unit,QAQC_protocol,Extraction_method,Polymeric_analysis,Obs,species,kingdom,subkingdom,infrakingdom,class,order,family,genus,phylum,Lat,Lon,common.name,TotalP
4813,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,50,50,NA,NA,NA,536,90,NA,NA,Yes,34,1,64,0,1,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna gravis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-37.25,-12.5,Great shearwater,536
4814,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,50,50,NA,NA,NA,536,90,NA,NA,Yes,34,1,64,0,1,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna gravis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-40.35,-9.88333333,Great shearwater,536
4815,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,50,50,NA,NA,NA,536,90,NA,NA,Yes,34,1,64,0,1,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna gravis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-46.75,37.83333333,Great shearwater,536
4816,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,50,50,NA,NA,NA,536,90,NA,NA,Yes,34,1,64,0,1,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna gravis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-54.43333333,3.4,Great shearwater,536
4817,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,63,63,NA,NA,NA,71,51,NA,NA,Yes,43,23,34,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna grisea,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-37.25,-12.5,Sooty shearwater,71
4818,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,63,63,NA,NA,NA,71,51,NA,NA,Yes,43,23,34,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna grisea,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-40.35,-9.88333333,Sooty shearwater,71
4819,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,63,63,NA,NA,NA,71,51,NA,NA,Yes,43,23,34,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna grisea,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-46.75,37.83333333,Sooty shearwater,71
4820,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,63,63,NA,NA,NA,71,51,NA,NA,Yes,43,23,34,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Ardenna grisea,Metazoa,,,Aves,Procellariiformes,Procellariidae,Ardenna,Chordata,-54.43333333,3.4,Sooty shearwater,71
4821,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,7,7,NA,NA,NA,13,43,NA,NA,Yes,54,0,46,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Calonectris borealis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Calonectris,Chordata,-37.25,-12.5,Cory's shearwater,13
4822,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,7,7,NA,NA,NA,13,43,NA,NA,Yes,54,0,46,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Calonectris borealis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Calonectris,Chordata,-40.35,-9.88333333,Cory's shearwater,13
4823,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,7,7,NA,NA,NA,13,43,NA,NA,Yes,54,0,46,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Calonectris borealis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Calonectris,Chordata,-46.75,37.83333333,Cory's shearwater,13
4824,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,7,7,NA,NA,NA,13,43,NA,NA,Yes,54,0,46,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Calonectris borealis,Metazoa,,,Aves,Procellariiformes,Procellariidae,Calonectris,Chordata,-54.43333333,3.4,Cory's shearwater,13
4825,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Antarctica,Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Chroicocephalus hartlaubii,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Chroicocephalus,Chordata,-37.25,-12.5,,0
4826,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Antarctica,Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Chroicocephalus hartlaubii,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Chroicocephalus,Chordata,-40.35,-9.88333333,,0
4827,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Antarctica,Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Chroicocephalus hartlaubii,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Chroicocephalus,Chordata,-46.75,37.83333333,,0
4828,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Antarctica,Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,0,0,NA,NA,Yes,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Chroicocephalus hartlaubii,Animalia,Bilateria,Deuterostomia,Aves,Charadriiformes,Laridae,Chroicocephalus,Chordata,-54.43333333,3.4,,0
4829,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,18,18,NA,NA,NA,155,83,NA,NA,Yes,44,2,48,0,6,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Daption capense,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Daption,Chordata,-37.25,-12.5,,155
4830,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,18,18,NA,NA,NA,155,83,NA,NA,Yes,44,2,48,0,6,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Daption capense,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Daption,Chordata,-40.35,-9.88333333,,155
4831,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,18,18,NA,NA,NA,155,83,NA,NA,Yes,44,2,48,0,6,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Daption capense,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Daption,Chordata,-46.75,37.83333333,,155
4832,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,18,18,NA,NA,NA,155,83,NA,NA,Yes,44,2,48,0,6,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Daption capense,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Daption,Chordata,-54.43333333,3.4,,155
4833,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Necropsy,Esophagus/Crop/Stomach,154,2,NA,NA,NA,65,4,NA,NA,Both,100,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-37.25,-12.5,Wandering albatross,65
4834,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Necropsy,Esophagus/Crop/Stomach,154,2,NA,NA,NA,65,4,NA,NA,Both,100,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-40.35,-9.88333333,Wandering albatross,65
4835,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Necropsy,Esophagus/Crop/Stomach,154,2,NA,NA,NA,65,4,NA,NA,Both,100,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-46.75,37.83333333,Wandering albatross,65
4836,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Necropsy,Esophagus/Crop/Stomach,154,2,NA,NA,NA,65,4,NA,NA,Both,100,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Diomedea exulans,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Diomedeidae,Diomedea,Chordata,-54.43333333,3.4,Wandering albatross,65
4837,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,177,NA,NA,NA,NA,2,1,NA,NA,Both,50,50,0,0,50,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysocome,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-37.25,-12.5,Rockhopper penguin,2
4838,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,177,NA,NA,NA,NA,2,1,NA,NA,Both,50,50,0,0,50,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysocome,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-40.35,-9.88333333,Rockhopper penguin,2
4839,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,177,NA,NA,NA,NA,2,1,NA,NA,Both,50,50,0,0,50,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysocome,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-46.75,37.83333333,Rockhopper penguin,2
4840,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,177,NA,NA,NA,NA,2,1,NA,NA,Both,50,50,0,0,50,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysocome,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-54.43333333,3.4,Rockhopper penguin,2
4841,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,46,NA,NA,NA,NA,0,0,NA,NA,Both,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysolophus,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-37.25,-12.5,Macaroni penguin,0
4842,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,46,NA,NA,NA,NA,0,0,NA,NA,Both,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysolophus,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-40.35,-9.88333333,Macaroni penguin,0
4843,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,46,NA,NA,NA,NA,0,0,NA,NA,Both,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysolophus,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-46.75,37.83333333,Macaroni penguin,0
4844,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Bolus/Lavage/Necropsy,Esophagus/Crop/Stomach,46,NA,NA,NA,NA,0,0,NA,NA,Both,0,0,0,0,0,0,0,0,,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Eudyptes chrysolophus,Animalia,Bilateria,Deuterostomia,Aves,Sphenisciformes,Spheniscidae,Eudyptes,Chordata,-54.43333333,3.4,Macaroni penguin,0
4845,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,NA,38,NA,NA,Yes,0,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Fregetta grallaria,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Fregetta,Chordata,-37.25,-12.5,white-bellied storm-petrel,0
4846,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,NA,38,NA,NA,Yes,0,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Fregetta grallaria,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Fregetta,Chordata,-40.35,-9.88333333,white-bellied storm-petrel,0
4847,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,NA,38,NA,NA,Yes,0,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Fregetta grallaria,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Fregetta,Chordata,-46.75,37.83333333,white-bellied storm-petrel,0
4848,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Unknown,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,13,13,NA,NA,NA,NA,38,NA,NA,Yes,0,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,,Fregetta grallaria,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Hydrobatidae,Fregetta,Chordata,-54.43333333,3.4,white-bellied storm-petrel,0
4849,"Ryan, 1987",10.1016/0141-1136(87)90028-6,MPB00016,1987,Coastal/Offshore Waters,Coastal/Offshore Waters,Antarctica,Birds,NA,,,NA,,NA,NA,,1979,,1985,,Necropsy,Stomach,27,27,NA,NA,NA,3,11,NA,NA,Yes,100,0,0,0,0,0,0,0,%,NA,,,NA,,,NA,,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,None,NA,,No,Visual selection,,Geographic coordinate estimated,Fulmarus glacialoides,Animalia,Bilateria,Deuterostomia,Aves,Procellariiformes,Procellariidae,Fulmarus,Chordata,-67.5,53,,3
